product_key,product_id,product_name,category,sub_category
1879,TEC-PH-10004241,Nokia Lumia 1020,Technology,Phones
1880,OFF-SU-10003936,Acme Serrated Blade Letter Opener,Office Supplies,Supplies
1881,TEC-MA-10003337,Okidata B401 Printer,Technology,Machines
1882,OFF-PA-10000210,Xerox Blank Computer Paper,Office Supplies,Paper
1883,FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,Chairs
1884,OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels
1885,FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs
1886,OFF-EN-10001535,Grip Seal Envelopes,Office Supplies,Envelopes
1887,TEC-MA-10003493,Penpower WorldCard Pro Card Scanner,Technology,Machines
1888,TEC-AC-10002380,Sony 8GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories
1889,TEC-PH-10002817,RCA ViSYS 25425RE1 Corded phone,Technology,Phones
1890,TEC-MA-10003589,Cisco 8961 IP Phone Charcoal,Technology,Machines
1891,OFF-AP-10003099,"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances
1892,TEC-PH-10002645,LG G2,Technology,Phones
